ID,Item Code,Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
235,102900005118824,3.117,-10.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.46,High Melon (1),29.25,Tuesday
236,102900005118831,10.0,6.575,Wawacai,1011010101,Flower/Leaf Vegetables,4.07,Wawacai,2.48,Tuesday
237,102900005119944,2.216,17.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.05,Haixian Mushroom (1),9.89,Tuesday
238,102900005119975,14.121,4.838709677419355,Hongshujian,1011010101,Flower/Leaf Vegetables,3.6,Hongshujian,8.42,Tuesday
239,102900005123880,1.787,12.0,Bell Pepper (1),1011010504,Capsicum,6.19,Bell Pepper (1),16.33,Tuesday
240,102900005125808,2.738,25.8,Millet Pepper,1011010504,Capsicum,11.69,Millet Pepper,5.86,Tuesday
242,102900011000328,11.96,-14.0,Luosi Pepper,1010504,Capsicum,8.08,Luosi Pepper,10.18,Tuesday
234,102900005117209,1.323,14.0,7 Colour Pepper (1),1011010504,Capsicum,8.46,7 Colour Pepper (1),15.98,Tuesday
244,102900011001813,4.0,3.4,Needle Mushroom (Bag) (1),1011010801,Edible Mushroom,1.64,Needle Mushroom (Bag) (1),8.85,Tuesday
245,102900011006689,1.266,11.0,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,,Dongmenkou Xiaobaicai,27.84,Tuesday
246,102900011006948,3.416,16.0,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,9.42,Foreign Garland Chrysanthemum ,26.16,Tuesday
247,102900011008522,8.107,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.44,Sweet Chinese Cabbage,9.43,Tuesday
248,102900011009970,22.699,9.0,Qinggengsanhua,1011010201,Cabbage,5.44,Qinggengsanhua,17.06,Tuesday
249,102900051004294,4.226,12.0,Green Line Pepper,1011010504,Capsicum,6.6,Green Line Pepper,7.8,Tuesday
250,102900051010455,8.897,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.31,Huangbaicai (2),15.61,Tuesday
243,102900011001219,1.374,18.0,The Red Bell Pepper (1),1011010504,Capsicum,10.56,The Red Bell Pepper (1),8.93,Tuesday
233,102900005117056,8.51,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,4.75,Paopaojiao (Jingpin),7.08,Tuesday
214,102900005115762,8.062,6.0,Amaranth,1011010101,Flower/Leaf Vegetables,,Amaranth,18.52,Tuesday
231,102900005116912,1.137,14.0,Jigu Mushroom (1),1011010801,Edible Mushroom,7.88,Jigu Mushroom (1),8.99,Tuesday
232,102900005116943,2.353,16.0,Red Hang Pepper,1011010504,Capsicum,5.8,Red Hang Pepper,9.99,Tuesday
215,102900005115779,30.058,10.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,6.92,Yunnan Shengcai,15.25,Tuesday
216,102900005115786,11.756,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.18,Zhuyecai,13.62,Tuesday
217,102900005115793,6.929,-16.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,9.9,Chinese Cabbage,7.59,Tuesday
218,102900005115823,9.861,10.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,14.43,Tuesday
220,102900005115946,5.059,7.0,Muercai,1010101,Flower/Leaf Vegetables,,Muercai,7.61,Tuesday
221,102900005115960,14.828,-3.9791666666666665,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.2,Chinese Cabbage,22.27,Tuesday
222,102900005115984,28.214,6.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.73,Yunnan Lettuces,12.81,Tuesday
219,102900005115908,11.478,8.0,Caixin,1010101,Flower/Leaf Vegetables,4.65,Caixin,13.7,Tuesday
224,102900005116233,4.158,10.0,Red Pepper (1),1011010504,Capsicum,5.48,Red Pepper (1),11.76,Tuesday
225,102900005116257,14.6,8.0,Eggplant (2),1010501,Solanum,4.75,Eggplant (2),6.07,Tuesday
226,102900005116509,17.512,4.0,Green Eggplant (1),1011010501,Solanum,2.05,Green Eggplant (1),5.01,Tuesday
227,102900005116530,14.533,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Tuesday
228,102900005116547,16.797,7.6,Needle Mushroom (1),1010801,Edible Mushroom,4.05,Needle Mushroom (1),3.43,Tuesday
229,102900005116714,23.05,14.0,Broccoli,1011010201,Cabbage,9.16,Broccoli,9.26,Tuesday
230,102900005116837,0.424,13.0,Ping Mushroom,1011010801,Edible Mushroom,8.0,Ping Mushroom,11.6,Tuesday
223,102900005116226,3.784,-8.0,Green Hot Peppers,1011010504,Capsicum,4.6,Green Hot Peppers,6.72,Tuesday
278,102900005123880,0.985,12.0,Bell Pepper (1),1011010504,Capsicum,4.34,Bell Pepper (1),16.33,Wednesday
272,102900005117056,22.055,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,4.75,Paopaojiao (Jingpin),7.08,Wednesday
273,102900005117209,1.08,14.0,7 Colour Pepper (1),1011010504,Capsicum,8.42,7 Colour Pepper (1),15.98,Wednesday
274,102900005118824,2.366,-10.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.47,High Melon (1),29.25,Wednesday
275,102900005118831,6.0,6.51875,Wawacai,1011010101,Flower/Leaf Vegetables,4.11,Wawacai,2.48,Wednesday
276,102900005119944,1.639,17.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.04,Haixian Mushroom (1),9.89,Wednesday
277,102900005119975,18.985,5.553191489361702,Hongshujian,1010101,Flower/Leaf Vegetables,3.6,Hongshujian,8.42,Wednesday
279,102900005125808,3.165,25.8,Millet Pepper,1011010504,Capsicum,11.54,Millet Pepper,5.86,Wednesday
271,102900005116943,2.697,16.0,Red Hang Pepper,1011010504,Capsicum,6.2,Red Hang Pepper,9.99,Wednesday
281,102900011000328,20.043,13.483870967741936,Luosi Pepper,1011010504,Capsicum,7.55,Luosi Pepper,10.18,Wednesday
282,102900011001219,1.859,-18.0,The Red Bell Pepper (1),1011010504,Capsicum,12.22,The Red Bell Pepper (1),8.93,Wednesday
283,102900011006948,1.146,18.0,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,9.81,Foreign Garland Chrysanthemum ,26.16,Wednesday
284,102900011008522,15.712,-8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.44,Sweet Chinese Cabbage,9.43,Wednesday
285,102900011009970,20.792,9.0,Qinggengsanhua,1011010201,Cabbage,5.27,Qinggengsanhua,17.06,Wednesday
286,102900051004294,3.772,12.0,Green Line Pepper,1011010504,Capsicum,7.17,Green Line Pepper,7.8,Wednesday
287,102900051010455,13.7,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.31,Huangbaicai (2),15.61,Wednesday
280,102900005125815,12.148,10.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.13,Apricot Bao Mushroom (1),5.05,Wednesday
270,102900005116912,0.908,14.0,Jigu Mushroom (1),1011010801,Edible Mushroom,7.87,Jigu Mushroom (1),8.99,Wednesday
251,102900005115762,9.079,6.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.24,Amaranth,18.52,Wednesday
268,102900005116790,6.102,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.39,Yellow Xincai (1),10.64,Wednesday
252,102900005115779,21.339,10.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,6.92,Yunnan Shengcai,15.25,Wednesday
253,102900005115786,7.927,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.02,Zhuyecai,13.62,Wednesday
254,102900005115793,5.33,16.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.42,Chinese Cabbage,7.59,Wednesday
255,102900005115816,4.875,8.0,Nanguajian,1011010101,Flower/Leaf Vegetables,4.59,Nanguajian,13.46,Wednesday
256,102900005115823,12.569,10.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,14.43,Wednesday
257,102900005115908,8.835,-8.0,Caixin,1011010101,Flower/Leaf Vegetables,4.78,Caixin,13.7,Wednesday
258,102900005115946,4.429,7.0,Muercai,1011010101,Flower/Leaf Vegetables,4.21,Muercai,7.61,Wednesday
259,102900005115960,6.8100000000000005,4.0,Chinese Cabbage,1010101,Flower/Leaf Vegetables,2.2,Chinese Cabbage,22.27,Wednesday
269,102900005116899,8.239,16.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,9.0,Net Lotus Root (1),5.54,Wednesday
261,102900005116226,5.554,8.0,Green Hot Peppers,1011010504,Capsicum,4.77,Green Hot Peppers,6.72,Wednesday
262,102900005116233,4.67,10.0,Red Pepper (1),1011010504,Capsicum,5.62,Red Pepper (1),11.76,Wednesday
263,102900005116257,18.588,7.96060606060606,Eggplant (2),1011010501,Solanum,5.23,Eggplant (2),6.07,Wednesday
264,102900005116509,21.082,4.0,Green Eggplant (1),1011010501,Solanum,2.04,Green Eggplant (1),5.01,Wednesday
265,102900005116530,14.827,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Wednesday
266,102900005116547,14.446,7.599999999999999,Needle Mushroom (1),1011010801,Edible Mushroom,4.05,Needle Mushroom (1),3.43,Wednesday
267,102900005116714,24.641,-14.0,Broccoli,1011010201,Cabbage,9.09,Broccoli,9.26,Wednesday
260,102900005115984,9.732,6.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.75,Yunnan Lettuces,12.81,Wednesday
307,102900005117056,31.46,8.0,Paopaojiao (Jingpin),1011010504,Capsicum,4.75,Paopaojiao (Jingpin),7.08,Thursday
308,102900005117209,0.379,14.0,7 Colour Pepper (1),1011010504,Capsicum,7.92,7 Colour Pepper (1),15.98,Thursday
309,102900005118824,2.106,10.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.47,High Melon (1),29.25,Thursday
310,102900005118831,9.0,6.9,Wawacai,1011010101,Flower/Leaf Vegetables,4.09,Wawacai,2.48,Thursday
311,102900005119944,1.543,17.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.03,Haixian Mushroom (1),9.89,Thursday
312,102900005119975,19.198,6.0,Hongshujian,1011010101,Flower/Leaf Vegetables,,Hongshujian,8.42,Thursday
313,102900005123880,1.252,12.0,Bell Pepper (1),1011010504,Capsicum,4.34,Bell Pepper (1),16.33,Thursday
314,102900005125808,1.875,25.8,Millet Pepper,1011010504,Capsicum,10.2,Millet Pepper,5.86,Thursday
318,102900011006948,1.123,-18.0,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,,Foreign Garland Chrysanthemum ,26.16,Thursday
316,102900011000328,9.917,14.0,Luosi Pepper,1010504,Capsicum,7.25,Luosi Pepper,10.18,Thursday
317,102900011001219,0.156,18.0,The Red Bell Pepper (1),1011010504,Capsicum,12.24,The Red Bell Pepper (1),8.93,Thursday
319,102900011008522,13.772,-8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.44,Sweet Chinese Cabbage,9.43,Thursday
320,102900011009444,7.755,12.0,Dalong Eggplant,1011010501,Solanum,4.07,Dalong Eggplant,10.94,Thursday
321,102900011009970,15.926,9.0,Qinggengsanhua,1011010201,Cabbage,5.21,Qinggengsanhua,17.06,Thursday
322,102900051004294,4.951,12.0,Green Line Pepper,1011010504,Capsicum,7.26,Green Line Pepper,7.8,Thursday
306,102900005116943,1.888,16.0,Red Hang Pepper,1011010504,Capsicum,6.26,Red Hang Pepper,9.99,Thursday
315,102900005125815,10.299,10.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.12,Apricot Bao Mushroom (1),5.05,Thursday
323,102900051010455,8.298,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.31,Huangbaicai (2),15.61,Thursday
305,102900005116912,1.36,14.0,Jigu Mushroom (1),1011010801,Edible Mushroom,7.85,Jigu Mushroom (1),8.99,Thursday
303,102900005116714,25.205,14.0,Broccoli,1011010201,Cabbage,9.03,Broccoli,9.26,Thursday
304,102900005116790,11.617,8.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.46,Yellow Xincai (1),10.64,Thursday
288,102900005115762,9.78,5.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.08,Amaranth,18.52,Thursday
289,102900005115779,33.109,10.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,7.06,Yunnan Shengcai,15.25,Thursday
290,102900005115786,17.546,6.0,Zhuyecai,1010101,Flower/Leaf Vegetables,,Zhuyecai,13.62,Thursday
292,102900005115823,10.182,10.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,14.43,Thursday
293,102900005115908,8.685,7.65,Caixin,1011010101,Flower/Leaf Vegetables,4.77,Caixin,13.7,Thursday
294,102900005115946,4.013,7.0,Muercai,1010101,Flower/Leaf Vegetables,4.22,Muercai,7.61,Thursday
291,102900005115793,3.761,16.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.42,Chinese Cabbage,7.59,Thursday
296,102900005115984,14.213,-6.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.75,Yunnan Lettuces,12.81,Thursday
297,102900005116226,3.058,8.0,Green Hot Peppers,1011010504,Capsicum,4.81,Green Hot Peppers,6.72,Thursday
298,102900005116233,3.924,10.0,Red Pepper (1),1011010504,Capsicum,5.52,Red Pepper (1),11.76,Thursday
299,102900005116257,9.949,-8.0,Eggplant (2),1011010501,Solanum,5.3,Eggplant (2),6.07,Thursday
300,102900005116509,8.217,4.0,Green Eggplant (1),1011010501,Solanum,2.04,Green Eggplant (1),5.01,Thursday
301,102900005116530,10.544,19.8,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Thursday
302,102900005116547,14.091,7.6,Needle Mushroom (1),1011010801,Edible Mushroom,4.05,Needle Mushroom (1),3.43,Thursday
295,102900005115960,23.142,4.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.15,Chinese Cabbage,22.27,Thursday
350,102900005119975,17.277,5.932608695652173,Hongshujian,1011010101,Flower/Leaf Vegetables,3.6,Hongshujian,8.42,Friday
344,102900005116943,1.841,15.821428571428571,Red Hang Pepper,1011010504,Capsicum,6.11,Red Hang Pepper,9.99,Friday
345,102900005117056,21.454,9.959701492537311,Paopaojiao (Jingpin),1011010504,Capsicum,5.42,Paopaojiao (Jingpin),7.08,Friday
346,102900005117209,1.052,14.0,7 Colour Pepper (1),1011010504,Capsicum,7.35,7 Colour Pepper (1),15.98,Friday
347,102900005118824,2.575,10.0,High Melon (1),1010402,Aquatic Tuberous Vegetables,5.44,High Melon (1),29.25,Friday
348,102900005118831,14.0,6.685714285714286,Wawacai,1011010101,Flower/Leaf Vegetables,4.06,Wawacai,2.48,Friday
349,102900005119944,1.858,17.89090909090909,Haixian Mushroom (1),1011010801,Edible Mushroom,9.94,Haixian Mushroom (1),9.89,Friday
351,102900005125808,3.835,25.65,Millet Pepper,1010504,Capsicum,10.2,Millet Pepper,5.86,Friday
360,106956146480203,4.0,3.5,The Crab Flavor Mushroom (2),1011010801,Edible Mushroom,1.96,The Crab Flavor Mushroom (2),16.04,Friday
353,102900011000328,21.339,11.96935483870968,Luosi Pepper,1011010504,Capsicum,7.32,Luosi Pepper,10.18,Friday
355,102900011008522,13.334,7.966666666666667,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,5.29,Sweet Chinese Cabbage,9.43,Friday
356,102900011009444,7.046,11.914285714285716,Dalong Eggplant,1011010501,Solanum,8.11,Dalong Eggplant,10.94,Friday
357,102900011009970,34.412,7.878082191780822,Qinggengsanhua,1011010201,Cabbage,4.7,Qinggengsanhua,17.06,Friday
358,102900051004294,3.877,13.908333333333331,Green Line Pepper,1011010504,Capsicum,7.87,Green Line Pepper,7.8,Friday
359,102900051010455,11.604,8.941666666666666,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.31,Huangbaicai (2),15.61,Friday
343,102900005116912,1.465,13.857142857142858,Jigu Mushroom (1),1011010801,Edible Mushroom,7.86,Jigu Mushroom (1),8.99,Friday
352,102900005125815,11.479,9.958823529411765,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.11,Apricot Bao Mushroom (1),5.05,Friday
342,102900005116899,6.45,-15.947058823529414,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,9.0,Net Lotus Root (1),5.54,Friday
354,102900011006948,0.835,18.0,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,9.81,Foreign Garland Chrysanthemum ,26.16,Friday
340,102900005116714,27.932,13.934920634920635,Broccoli,1011010201,Cabbage,8.82,Broccoli,9.26,Friday
324,102900005115762,7.069,-4.942857142857143,Amaranth,1011010101,Flower/Leaf Vegetables,2.41,Amaranth,18.52,Friday
325,102900005115779,13.582,9.932432432432432,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,7.07,Yunnan Shengcai,15.25,Friday
326,102900005115786,19.284,5.1,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.62,Zhuyecai,13.62,Friday
327,102900005115793,7.828,-15.81875,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.43,Chinese Cabbage,7.59,Friday
328,102900005115823,12.777,9.95483870967742,Shanghaiqing,1011010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,14.43,Friday
329,102900005115861,0.538,3.2,Niushou Youcai,1011010101,Flower/Leaf Vegetables,2.01,Niushou Youcai,12.17,Friday
330,102900005115908,11.507,7.912903225806452,Caixin,1011010101,Flower/Leaf Vegetables,4.76,Caixin,13.7,Friday
331,102900005115946,2.378,6.916666666666667,Muercai,1011010101,Flower/Leaf Vegetables,4.23,Muercai,7.61,Friday
341,102900005116790,2.783,7.74,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,4.46,Yellow Xincai (1),10.64,Friday
333,102900005115984,28.278,5.97972972972973,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.75,Yunnan Lettuces,12.81,Friday
332,102900005115960,16.759,3.978947368421052,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.1,Chinese Cabbage,22.27,Friday
334,102900005116226,2.933,8.0,Green Hot Peppers,1011010504,Capsicum,4.83,Green Hot Peppers,6.72,Friday
335,102900005116233,2.605,9.933333333333334,Red Pepper (1),1011010504,Capsicum,5.51,Red Pepper (1),11.76,Friday
336,102900005116257,15.789,7.9,Eggplant (2),1011010501,Solanum,5.5,Eggplant (2),6.07,Friday
337,102900005116509,15.025,3.980952380952381,Green Eggplant (1),1011010501,Solanum,2.1,Green Eggplant (1),5.01,Friday
338,102900005116530,10.17,18.60625,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Friday
339,102900005116547,12.457,7.987096774193549,Needle Mushroom (1),1011010801,Edible Mushroom,4.05,Needle Mushroom (1),3.43,Friday
380,102900005117209,1.602,13.8,7 Colour Pepper (1),1011010504,Capsicum,8.3,7 Colour Pepper (1),15.98,Saturday
381,102900005118824,1.464,10.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.41,High Melon (1),29.25,Saturday
382,102900005118831,16.0,6.800000000000001,Wawacai,1011010101,Flower/Leaf Vegetables,,Wawacai,2.48,Saturday
384,102900005119975,14.35,5.958333333333333,Hongshujian,1011010101,Flower/Leaf Vegetables,3.6,Hongshujian,8.42,Saturday
385,102900005123880,3.081,11.8,Bell Pepper (1),1011010504,Capsicum,4.72,Bell Pepper (1),16.33,Saturday
386,102900005125808,4.151,25.1475,Millet Pepper,1011010504,Capsicum,10.2,Millet Pepper,5.86,Saturday
387,102900005125815,13.952,9.948,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.11,Apricot Bao Mushroom (1),5.05,Saturday
391,102900011006948,6.603,17.733333333333334,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,10.61,Foreign Garland Chrysanthemum ,26.16,Saturday
389,102900011001219,1.613,18.0,The Red Bell Pepper (1),1011010504,Capsicum,11.9,The Red Bell Pepper (1),8.93,Saturday
390,102900011006689,9.99,7.803703703703703,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,4.32,Dongmenkou Xiaobaicai,27.84,Saturday
379,102900005117056,23.279,9.924590163934424,Paopaojiao (Jingpin),1010504,Capsicum,5.64,Paopaojiao (Jingpin),7.08,Saturday
392,102900011008522,38.074,7.8446428571428575,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,5.05,Sweet Chinese Cabbage,9.43,Saturday
393,102900011009970,39.843,6.875,Qinggengsanhua,1011010201,Cabbage,3.86,Qinggengsanhua,17.06,Saturday
394,102900051004294,6.508,13.935714285714283,Green Line Pepper,1011010504,Capsicum,8.15,Green Line Pepper,7.8,Saturday
395,102900051010455,31.025,8.805357142857144,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.31,Huangbaicai (2),15.61,Saturday
388,102900011000328,36.705,11.88018018018018,Luosi Pepper,1011010504,Capsicum,7.51,Luosi Pepper,10.18,Saturday
378,102900005116943,3.436,16.0,Red Hang Pepper,1011010504,Capsicum,6.37,Red Hang Pepper,9.99,Saturday
383,102900005119944,2.192,17.75,Haixian Mushroom (1),1011010801,Edible Mushroom,10.0,Haixian Mushroom (1),9.89,Saturday
376,102900005116899,7.464,15.72777777777778,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,9.0,Net Lotus Root (1),5.54,Saturday
377,102900005116912,1.803,14.0,Jigu Mushroom (1),1011010801,Edible Mushroom,7.86,Jigu Mushroom (1),8.99,Saturday
361,102900005115762,8.534,4.9,Amaranth,1011010101,Flower/Leaf Vegetables,2.38,Amaranth,18.52,Saturday
362,102900005115779,20.063,-9.779245283018868,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,7.03,Yunnan Shengcai,15.25,Saturday
363,102900005115786,23.588,4.921052631578948,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.37,Zhuyecai,13.62,Saturday
364,102900005115793,7.743,15.755555555555556,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.38,Chinese Cabbage,7.59,Saturday
366,102900005115908,12.673,7.974193548387096,Caixin,1011010101,Flower/Leaf Vegetables,4.77,Caixin,13.7,Saturday
367,102900005115946,2.98,7.0,Muercai,1011010101,Flower/Leaf Vegetables,4.24,Muercai,7.61,Saturday
368,102900005115960,7.665,3.88,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,2.1,Chinese Cabbage,22.27,Saturday
365,102900005115823,22.47,9.955102040816326,Shanghaiqing,1011010101,Flower/Leaf Vegetables,6.25,Shanghaiqing,14.43,Saturday
370,102900005116233,5.561,9.817391304347826,Red Pepper (1),1011010504,Capsicum,6.6,Red Pepper (1),11.76,Saturday
371,102900005116257,34.025,7.913636363636363,Eggplant (2),1011010501,Solanum,5.42,Eggplant (2),6.07,Saturday
372,102900005116509,34.252,3.966,Green Eggplant (1),1011010501,Solanum,2.19,Green Eggplant (1),5.01,Saturday
373,102900005116530,19.213,19.60246913580247,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Saturday
374,102900005116547,15.078,7.922857142857143,Needle Mushroom (1),1011010801,Edible Mushroom,4.13,Needle Mushroom (1),3.43,Saturday
375,102900005116714,36.721,13.819402985074626,Broccoli,1011010201,Cabbage,8.91,Broccoli,9.26,Saturday
369,102900005115984,48.585,-5.885714285714285,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.75,Yunnan Lettuces,12.81,Saturday
423,102900005125815,19.148,9.882142857142856,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.08,Apricot Bao Mushroom (1),5.05,Sunday
417,102900005118824,1.904,10.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,5.41,High Melon (1),29.25,Sunday
418,102900005118831,15.0,6.9,Wawacai,1010101,Flower/Leaf Vegetables,4.05,Wawacai,2.48,Sunday
419,102900005119944,2.108,-17.84,Haixian Mushroom (1),1011010801,Edible Mushroom,10.01,Haixian Mushroom (1),9.89,Sunday
